Crop Name,Area Name,Area of Land in acres,Amount of Production in Tons,Annual Average Rainfall in mm,Year,,,,,Annual Average Temparature
Wheat,Barisal Division,12651,13654,,2014-2015,,,,,
Wheat,Bhola,8354,9951,,2014-2015,,,,,
Wheat,Bogra,4588,4525,,2014-2015,,,,,
Wheat,Brahmanbaria,4463,3788,,2014-2015,,,,,
Wheat,Chandpur,2713,2959,,2014-2015,,,,,
Wheat,Chittagong,10,5,,2014-2015,,,,,
Wheat,Chittagong Division,10782,9968,,2014-2015,,,,,
Wheat,Chuadanga,16677,22404,,2014-2015,,,,,
Wheat,Comilla,3433,3070,,2014-2015,,,,,
Wheat,Cox's Bazar,0,0,,2014-2015,,,,,
Wheat,Dhaka,783,716,,2014-2015,,,,,
Wheat,Dhaka Division,187755,228222,,2014-2015,,,,,
Wheat,Dinajpur,51605,66399,,2014-2015,,,,,
Wheat,Faridpur,81647,103773,,2014-2015,,,,,
Wheat,Feni,101,105,,2014-2015,,,,,
Wheat,Gaibandha,6491,6113,,2014-2015,,,,,
Wheat,Gazipur,213,156,,2014-2015,,,,,
Wheat,Gopalgonj,18469,23819,,2014-2015,,,,,
Wheat,Hobigonj,1055,853,,2014-2015,,,,,
Wheat,Jamalpur,21090,22617,,2014-2015,,,,,
Wheat,Jessore,7531,9403,,2014-2015,,,,,
Wheat,Jhalakathi,185,167,,2014-2015,,,,,
Wheat,Jhenaidah,17325,22570,,2014-2015,,,,,
Wheat,Joypurhat,2653,2670,,2014-2015,,,,,
Wheat,Khagrachari,1,1,,2014-2015,,,,,
Wheat,Khulna,1267,1323,,2014-2015,,,,,
Wheat,Khulna  Division,162889,207217,,2014-2015,,,,,
Wheat,Kishoregonj,3523,2525,,2014-2015,,,,,
Wheat,Kurigram,28749,36475,,2014-2015,,,,,
Wheat,Kushtia,40030,51999,,2014-2015,,,,,
Wheat,Lakshmipur,37,17,,2014-2015,,,,,
Wheat,Lalmonirhat,3481,4099,,2014-2015,,,,,
Wheat,Madaripur,12067,15427,,2014-2015,,,,,
Wheat,Magura,23732,27709,,2014-2015,,,,,
Wheat,Manikgonj,2802,2814,,2014-2015,,,,,
Wheat,Maulavibazar,203,187,,2014-2015,,,,,
Wheat,Meherpur,42830,57155,,2014-2015,,,,,
Wheat,Munsigonj,62,43,,2014-2015,,,,,
Wheat,Mymensingh,3736,3415,,2014-2015,,,,,
Wheat,Mymensingh Division,30774,31289,,2014-2015,,,,,
Wheat,Narail,9084,9925,,2014-2015,,,,,
Wheat,Narayangonj,560,397,,2014-2015,,,,,
Wheat,Narsingdi,700,623,,2014-2015,,,,,
Wheat,Natore,62370,81204,,2014-2015,,,,,
Wheat,Nawabgonj,69480,90176,,2014-2015,,,,,
Wheat,Netrokona,3165,2434,,2014-2015,,,,,
Wheat,Nilphamari,11866,14023,,2014-2015,,,,,
Wheat,Noagaon,49799,63220,,2014-2015,,,,,
Wheat,Noakhali,24,23,,2014-2015,,,,,
Wheat,Pabna,101845,126403,,2014-2015,,,,,
Wheat,Panchagar,41170,53433,,2014-2015,,,,,
Wheat,Patuakhali,300,124,,2014-2015,,,,,
Wheat,Perojpur,267,262,,2014-2015,,,,,
Wheat,Rajbari,41110,48261,,2014-2015,,,,,
Wheat,Rajshahi,70898,93684,,2014-2015,,,,,
Wheat,Rajshahi Division,377247,478266,,2014-2015,,,,,
Wheat,Rangamati,0,0,,2014-2015,,,,,
Wheat,Rangpur,8247,9672,,2014-2015,,,,,
Wheat,Rangpur Division,295075,377541,,2014-2015,,,,,
Wheat,Satkhira,3684,3919,,2014-2015,,,,,
Wheat,Shariatpur,10790,13774,,2014-2015,,,,,
Wheat,Sherpur,2783,2822,,2014-2015,,,,,
Wheat,Sirajgonj,15614,16383,,2014-2015,,,,,
Wheat,Sunamgonj,598,455,,2014-2015,,,,,
Wheat,Sylhet,382,276,,2014-2015,,,,,
Wheat,Sylhet Division,2238,1771,,2014-2015,,,,,
Wheat,Tangail,15029,15893,,2014-2015,,,,,
Wheat,Thakurgaon,143466,187325,,2014-2015,,,,,
