Crop Name,Area Name,Area of Land in acres,Amount of Production in Tons,Annual Average Rainfall in mm,Year,,,,,Annual Average Temparature
Amon,Noakhali,307792,234188,,2012-13,,,,,
Amon,Lakshmipur,208670,187673,,2012-13,,,,,
Amon,Feni,159379,182253,,2012-13,,,,,
Amon,Rangamati,24009,24566,,2012-13,,,,,
Amon,Chittagong  Division,2047668,1995896,,2012-13,,,,,
Amon,Sylhet,384516,335673,,2012-13,,,,,
Amon,Maulavibazar,269407,285423,,2012-13,,,,,
Amon,Sunamgonj,119109,115685,,2012-13,,,,,
Amon,Hobigonj,212563,203932,,2012-13,,,,,
Amon,Sylhet Division,985595,940713,,2012-13,,,,,
Amon,Dhaka,47145,27797,,2012-13,,,,,
Amon,Gazipur,105465,111453,,2012-13,,,,,
Amon,Manikgonj,75574,33834,,2012-13,,,,,
Amon,Munshigonj,37503,17653,,2012-13,,,,,
Amon,Narayangonj,28774,16176,,2012-13,,,,,
Amon,Narsingdi,103767,89870,,2012-13,,,,,
Amon,Faridpur,144018,116323,,2012-13,,,,,
Amon,Rajbari,104455,92862,,2012-13,,,,,
Amon,Madaripur,64131,30782,,2012-13,,,,,
Amon,Gopalgonj,68984,38251,,2012-13,,,,,
Amon,Shariatpur,33715,17813,,2012-13,,,,,
Amon,Jamalpur,256410,229982,,2012-13,,,,,
Amon,Sherpur,227906,195386,,2012-13,,,,,
Amon,Kishoregonj,177659,175864,,2012-13,,,,,
Amon,Netrokona,342602,325183,,2012-13,,,,,
Amon,Mymenshing,657360,575001,,2012-13,,,,,
Amon,Tangail,321556,241394,,2012-13,,,,,
Amon,Dhaka  Division,2797024,2335624,,2012-13,,,,,
Amon,Barisal,305291,223867,,2012-13,,,,,
Amon,Jhalakathi,110676,65846,,2012-13,,,,,
Amon,Perojpur,154297,112594,,2012-13,,,,,
Amon,Bhola,426285,318800,,2012-13,,,,,
Amon,Patuakhali,507816,361170,,2012-13,,,,,
Amon,Barguna,245484,182560,,2012-13,,,,,
Amon,Barisal Division,1749849,1264837,,2012-13,,,,,
Amon,Jessore,327742,317470,,2012-13,,,,,
Amon,Jhenaidah,211624,230188,,2012-13,,,,,
Amon,Magura,127442,121238,,2012-13,,,,,
Amon,Narail,89060,68216,,2012-13,,,,,
Amon,Khulna,228120,208540,,2012-13,,,,,
Amon,Bagerhat,204756,163796,,2012-13,,,,,
Amon,Satkhira,230873,250523,,2012-13,,,,,
Amon,Khustia,184320,195512,,2012-13,,,,,
Amon,Chuadanga,107457,119763,,2012-13,,,,,
Amon,Meherpur,57694,60418,,2012-13,,,,,
Amon,Khulna  Division,1769088,1735664,,2012-13,,,,,
Amon,Bogra,449903,448188,,2012-13,,,,,
Amon,Joypurhat,167731,180487,,2012-13,,,,,
Amon,Pabna,214421,185035,,2012-13,,,,,
Amon,Sirajgonj,191021,162765,,2012-13,,,,,
Amon,Rajshahi,171087,196898,,2012-13,,,,,
Amon,Noagaon,505651,570639,,2012-13,,,,,
Amon,Natore,176687,155911,,2012-13,,,,,
Amon,Nawabgonj,114240,119715,,2012-13,,,,,
Amon,Rajshahi  Division,1990741,2019638,,2012-13,,,,,
Amon,Dinajpur,607702,631882,,2012-13,,,,,
Amon,Thakurgaon,289748,292226,,2012-13,,,,,
Amon,Panchagar,232950,232573,,2012-13,,,,,
Amon,Rangpur,385735,408861,,2012-13,,,,,
Amon,Gaibandha,285862,292446,,2012-13,,,,,
Amon,Kurigram,259593,242266,,2012-13,,,,,
Amon,Nilphamari,269633,306655,,2012-13,,,,,
Amon,Lalmonirhat,192073,197929,,2012-13,,,,,
Amon,Rangpur  Division,2523296,2604838,,2012-13,,,,,
Amon,Bandarban,21579,23020,,2013-14,,,,,
Amon,Chittagong,440237,477130,,2013-14,,,,,
Amon,Cox's Bazar,178357,179658,,2013-14,,,,,
Amon,Comilla,347072,326956,,2013-14,,,,,
Amon,Chandpur,91446,70130,,2013-14,,,,,
Amon,Brahmanbaria,141598,135267,,2013-14,,,,,
Amon,Khagrachari,67204,78135,,2013-14,,,,,
Amon,Noakhali,306912,235917,,2013-14,,,,,
Amon,Lakshmipur,207166,194512,,2013-14,,,,,
Amon,Feni,165594,196532,,2013-14,,,,,
Amon,Rangamati,24542,27076,,2013-14,,,,,
Amon,Chittagong  Division,1991707,1944333,,2013-14,,,,,
Amon,Sylhet,351171,356986,,2013-14,,,,,
Amon,Maulavibazar,249572,263539,,2013-14,,,,,
Amon,Sunamgonj,127218,122945,,2013-14,,,,,
Amon,Hobigonj,207691,195879,,2013-14,,,,,
Amon,Sylhet Division,935652,939349,,2013-14,,,,,
Amon,Dhaka,39810,25676,,2013-14,,,,,
Amon,Gazipur,104706,97502,,2013-14,,,,,
Amon,Manikgonj,81215,39699,,2013-14,,,,,
Amon,Munshigonj,34972,16474,,2013-14,,,,,
Amon,Narayangonj,26321,13713,,2013-14,,,,,
Amon,Narsingdi,101441,88303,,2013-14,,,,,
Amon,Faridpur,159560,131450,,2013-14,,,,,
Amon,Rajbari,105241,102145,,2013-14,,,,,
Amon,Madaripur,55938,31882,,2013-14,,,,,
Amon,Gopalgonj,43006,21450,,2013-14,,,,,
Amon,Shariatpur,35293,19593,,2013-14,,,,,
Amon,Jamalpur,265882,251298,,2013-14,,,,,
Amon,Sherpur,207851,171891,,2013-14,,,,,
Amon,Kishoregonj,181400,175719,,2013-14,,,,,
Amon,Netrokona,346639,315133,,2013-14,,,,,
Amon,Mymenshing,634684,563878,,2013-14,,,,,
Amon,Tangail,318362,259119,,2013-14,,,,,
Amon,Dhaka  Division,2742321,2324925,,2013-14,,,,,
Amon,Barisal,301184,245714,,2013-14,,,,,
Amon,Jhalakathi,106325,62868,,2013-14,,,,,
Amon,Perojpur,144566,102025,,2013-14,,,,,
Amon,Bhola,435335,340666,,2013-14,,,,,
Amon,Patuakhali,96849,108973,,2013-14,,,,,
Amon,Barguna,58241,61566,,2013-14,,,,,
Amon,Barisal Division,1142500,921812,,2013-14,,,,,
Amon,Jessore,500714,350174,,2013-14,,,,,
Amon,Jhenaidah,229226,172671,,2013-14,,,,,
Amon,Magura,325438,317704,,2013-14,,,,,
Amon,Narail,207138,251848,,2013-14,,,,,
Amon,Khulna,134596,125844,,2013-14,,,,,
Amon,Bagerhat,87304,63137,,2013-14,,,,,
Amon,Satkhira,239487,250786,,2013-14,,,,,
Amon,Khustia,201083,176418,,2013-14,,,,,
Amon,Chuadanga,227391,273828,,2013-14,,,,,
Amon,Meherpur,183789,188019,,2013-14,,,,,
Amon,Khulna  Division,2336166,2170429,,2013-14,,,,,
Amon,Bogra,455471,468936,,2013-14,,,,,
Amon,Joypurhat,166687,186971,,2013-14,,,,,
Amon,Panchagar,167416,189894,,2013-14,,,,,
Amon,Pabna,504481,579316,,2013-14,,,,,
Amon,Sirajgonj,181621,163500,,2013-14,,,,,
Amon,Rajshahi,117370,118453,,2013-14,,,,,
Amon,Noagaon,610979,652120,,2013-14,,,,,
Amon,Natore,294511,322855,,2013-14,,,,,
Amon,Nawabgonj,231901,246586,,2013-14,,,,,
Amon,Rajshahi  Division,2730437,2928631,,2013-14,,,,,
Amon,Dinajpur,195229,166802,,2013-14,,,,,
Amon,Thakurgaon,189450,171958,,2013-14,,,,,
Amon,Rangpur,384166,426409,,2013-14,,,,,
Amon,Gaibandha,297344,305946,,2013-14,,,,,
Amon,Kurigram,267999,240339,,2013-14,,,,,
Amon,Nilphamari,260619,276585,,2013-14,,,,,
Amon,Lalmonirhat,192218,205795,,2013-14,,,,,
Amon,Rangpur Division,1787025,1793834,,2013-14,,,,,
Amon,Bandarban,23294,23749,,2014-15,,,,,
Amon,Chittagong,437253,495198,,2014-15,,,,,
Amon,Cox's Bazar,179172,175192,,2014-15,,,,,
Amon,Comilla,343998,292803,,2014-15,,,,,
Amon,Chandpur,105836,71142,,2014-15,,,,,
Amon,Brahmanbaria,154885,146601,,2014-15,,,,,
Amon,Khagrachari,68359,78366,,2014-15,,,,,
Amon,Noakhali,313536,248264,,2014-15,,,,,
Amon,Lakshmipur,204593,202248,,2014-15,,,,,
Amon,Feni,163459,187203,,2014-15,,,,,
Amon,Rangamati,24900,27810,,2014-15,,,,,
Amon,Chittagong Division,2019285,1948576,,2014-15,,,,,
Amon,Sylhet,319540,275476,,2014-15,,,,,
Amon,Maulavibazar,227241,227829,,2014-15,,,,,
Amon,Sunamgonj,129819,110452,,2014-15,,,,,
Amon,Hobigonj,227794,190599,,2014-15,,,,,
Amon,Sylhet Division,904394,804356,,2014-15,,,,,
Amon,Dhaka,31759,15604,,2014-15,,,,,
Amon,Gazipur,103869,101542,,2014-15,,,,,
Amon,Manikgonj,98733,52046,,2014-15,,,,,
Amon,Munshigonj,47162,22886,,2014-15,,,,,
Amon,Narayangonj,23098,12516,,2014-15,,,,,
Amon,Narsingdi,97029,91527,,2014-15,,,,,
Amon,Faridpur,128015,120064,,2014-15,,,,,
Amon,Rajbari,91523,93275,,2014-15,,,,,
Amon,Madaripur,60917,36743,,2014-15,,,,,
Amon,Gopalgonj,54197,29274,,2014-15,,,,,
Amon,Shariatpur,36215,21802,,2014-15,,,,,
Amon,Jamalpur,207753,214042,,2014-15,,,,,
Amon,Sherpur,205805,172290,,2014-15,,,,,
Amon,Kishoregonj,184012,188211,,2014-15,,,,,
Amon,Netrokona,304282,287835,,2014-15,,,,,
Amon,Mymenshing,638900,636761,,2014-15,,,,,
Amon,Tangail,306072,263074,,2014-15,,,,,
Amon,Dhaka   Division,2619341,2359491,,2014-15,,,,,
Amon,Barisal,293618,230758,,2014-15,,,,,
Amon,Jhalakathi,110082,77925,,2014-15,,,,,
Amon,Perojpur,151121,115192,,2014-15,,,,,
Amon,Bhola,425541,334501,,2014-15,,,,,
Amon,Patuakhali,502777,358070,,2014-15,,,,,
Amon,Barguna,229281,163600,,2014-15,,,,,
Amon,Barisal  Division,1712420,1280045,,2014-15,,,,,
Amon,Jessore,322696,338975,,2014-15,,,,,
Amon,Jhenaidah,211994,241220,,2014-15,,,,,
Amon,Magura,140570,145287,,2014-15,,,,,
Amon,Narail,87207,71785,,2014-15,,,,,
Amon,Khulna,247129,255133,,2014-15,,,,,
Amon,Bagerhat,204315,180613,,2014-15,,,,,
Amon,Satkhira,230416,279166,,2014-15,,,,,
Amon,Khustia,196630,207546,,2014-15,,,,,
Amon,Chuadanga,90259,99997,,2014-15,,,,,
Amon,Meherpur,58717,70650,,2014-15,,,,,
Amon,Khulna  Division,1789933,1890373,,2014-15,,,,,
Amon,Bogra,448004,480483,,2014-15,,,,,
Amon,Joypurhat,166204,188077,,2014-15,,,,,
Amon,Panchagar,220886,190075,,2014-15,,,,,
Amon,Pabna,218728,210269,,2014-15,,,,,
Amon,Sirajgonj,170323,199696,,2014-15,,,,,
Amon,Rajshahi,527641,605457,,2014-15,,,,,
Amon,Noagaon,180457,174355,,2014-15,,,,,
Amon,Natore,129945,137678,,2014-15,,,,,
Amon,Nawabgonj,2062188,2186089,,2014-15,,,,,
Amon,Rajshahi   Division,616823,614367,,2014-15,,,,,
Amon,Dinajpur,300796,339766,,2014-15,,,,,
Amon,Thakurgaon,228474,250306,,2014-15,,,,,
Amon,Rangpur,388989,435563,,2014-15,,,,,
Amon,Gaibandha,310915,322175,,2014-15,,,,,
Amon,Kurigram,256283,244592,,2014-15,,,,,
Amon,Nilphamari,263626,302918,,2014-15,,,,,
Amon,Lalmonirhat,191750,211545,,2014-15,,,,,
Amon,Rangpur  Division,2557656,2721233,,2014-15,,,,,
Boro,Dhaka,178455,161180,,1969-70,,,,,
Boro,Kishoregonj,427595,359105,,1969-70,,,,,
Boro,Mymensingh,129880,111680,,1969-70,,,,,
Boro,Tangail,49800,50710,,1969-70,,,,,
Boro,Faridpur,31695,31510,,1969-70,,,,,
Boro,Chittagong,143481,162770,,1969-70,,,,,
Boro,Chittagong H. T.,31520,30090,,1969-70,,,,,
Boro,Noakhali,44760,57140,,1969-70,,,,,
Boro,Comilla,168750,162470,,1969-70,,,,,
Boro,Sylhet,656240,474290,,1969-70,,,,,
Boro,Rajshahi,90360,66730,,1969-70,,,,,
Boro,Dinajpur,6995,6800,,1969-70,,,,,
Boro,Rangpur,32570,30555,,1969-70,,,,,
Boro,Bogra,30320,22680,,1969-70,,,,,
Boro,Pabna,21090,18120,,1969-70,,,,,
Boro,Khulna,41865,33630,,1969-70,,,,,
Boro,Bakergonj,56190,74380,,1969-70,,,,,
Boro,Patuakhali,18900,22330,,1969-70,,,,,
Boro,Jessore,19840,23850,,1969-70,,,,,
Boro,Kushtia,2850,2890,,1969-70,,,,,
Boro,Dhaka,179600,167805,,1970-71,,,,,
Boro,Kishoregonj,445000,338145,,1970-71,,,,,
Boro,Mymensingh,139000,125850,,1970-71,,,,,
Boro,Tangail,51500,49315,,1970-71,,,,,
Boro,Faridpur,46300,49885,,1970-71,,,,,
Boro,Chittagong,167445,201390,,1970-71,,,,,
Boro,Chittagong H. T.,29190,25340,,1970-71,,,,,
Boro,Noakhali,52235,66555,,1970-71,,,,,
Boro,Comilla,187455,184035,,1970-71,,,,,
Boro,Sylhet,669400,515705,,1970-71,,,,,
Boro,Rajshahi,95000,78590,,1970-71,,,,,
Boro,Dinajpur,13350,9220,,1970-71,,,,,
Boro,Rangpur,35000,29665,,1970-71,,,,,
Boro,Bogra,36600,33825,,1970-71,,,,,
Boro,Pabna,26435,26780,,1970-71,,,,,
Boro,Khulna,53695,44930,,1970-71,,,,,
Boro,Bakergonj,116110,145515,,1970-71,,,,,
Boro,Patuakhali,53485,65550,,1970-71,,,,,
Boro,Jessore,23670,29375,,1970-71,,,,,
Boro,Kushtia,4980,4710,,1970-71,,,,,
Boro,Dhaka,186300,177115,,1971-72,,,,,
Boro,Kishoregonj,420240,287135,,1971-72,,,,,
Boro,Mymensingh,135030,103440,,1971-72,,,,,
Boro,Tangail,41100,32220,,1971-72,,,,,
Boro,Faridpur,43760,42400,,1971-72,,,,,
Boro,Chittagong,157270,179330,,1971-72,,,,,
Boro,Chittagong H. T.,21365,17020,,1971-72,,,,,
Boro,Noakhali,68295,81970,,1971-72,,,,,
Boro,Comilla,167470,137410,,1971-72,,,,,
Boro,Sylhet,578675,353560,,1971-72,,,,,
Boro,Rajshahi,84240,63020,,1971-72,,,,,
Boro,Dinajpur,3685,3295,,1971-72,,,,,
Boro,Rangpur,29995,24725,,1971-72,,,,,
Boro,Bogra,30065,20595,,1971-72,,,,,
Boro,Pabna,29435,27030,,1971-72,,,,,
Boro,Khulna,47675,30825,,1971-72,,,,,
Boro,Bakergonj,84245,96155,,1971-72,,,,,
Boro,Patuakhali,38065,42010,,1971-72,,,,,
Boro,Jessore,14830,15605,,1971-72,,,,,
Boro,Kushtia,3590,2610,,1971-72,,,,,
Boro,Chittagong,151495,183085,,1972-73,,,,,
Boro,Chittagong H. T.,19600,15235,,1972-73,,,,,
Boro,Comilla,174750,150820,,1972-73,,,,,
Boro,Noakhali,69950,77750,,1972-73,,,,,
Boro,Sylhet,628865,408220,,1972-73,,,,,
Boro,Dhaka,206735,211130,,1972-73,,,,,
Boro,Faridpur,57335,67260,,1972-73,,,,,
Boro,Jamalpur,0,0,,1972-73,,,,,
Boro,Kishoregonj,452010,315185,,1972-73,,,,,
Boro,Mymensingh,149745,115940,,1972-73,,,,,
Boro,Tangail,54045,58285,,1972-73,,,,,
Boro,Barissal,109670,129695,,1972-73,,,,,
Boro,Jessore,19235,21285,,1972-73,,,,,
Boro,Khulna,51765,38320,,1972-73,,,,,
Boro,Kushtia,5050,4655,,1972-73,,,,,
Boro,Patuakhali,56410,68990,,1972-73,,,,,
Boro,Bogra,38855,34375,,1972-73,,,,,
Boro,Dinajpur,11500,13975,,1972-73,,,,,
Boro,Pabna,42370,40640,,1972-73,,,,,
Boro,Rajshahi,97435,82030,,1972-73,,,,,
Boro,Rangpur,37270,33335,,1972-73,,,,,
Boro,Dhaka,205780,215770,,1973-74,,,,,
Boro,Kishoregonj,444915,318280,,1973-74,,,,,
Boro,Mymensingh,162530,125070,,1973-74,,,,,
Boro,Tangail,54750,55040,,1973-74,,,,,
Boro,Faridpur,60540,70700,,1973-74,,,,,
Boro,Chittagong,184040,194345,,1973-74,,,,,
Boro,Chittagong H. T.,19590,16605,,1973-74,,,,,
Boro,Noakhali,136110,147015,,1973-74,,,,,
Boro,Comilla,241720,227295,,1973-74,,,,,
Boro,Sylhet,491435,192660,,1973-74,,,,,
Boro,Rajshahi,125005,119685,,1973-74,,,,,
Boro,Dinajpur,13195,14065,,1973-74,,,,,
Boro,Rangpur,55860,51205,,1973-74,,,,,
Boro,Bogra,46645,39520,,1973-74,,,,,
Boro,Pabna,64700,59860,,1973-74,,,,,
Boro,Khulna,47955,31610,,1973-74,,,,,
Boro,Bakergonj,144425,146910,,1973-74,,,,,
Boro,Patuakhali,64285,63645,,1973-74,,,,,
Boro,Jessore,26270,25900,,1973-74,,,,,
Boro,Kushtia,5930,4820,,1973-74,,,,,
Boro,Dhaka,240985,191975,,1974-75,,,,,
Boro,Kishoregonj,445000,323790,,1974-75,,,,,
Boro,Mymensingh,162505,106425,,1974-75,,,,,
Boro,Tangail,75785,80080,,1974-75,,,,,
Boro,Faridpur,73305,67705,,1974-75,,,,,
Boro,Chittagong,204655,201380,,1974-75,,,,,
Boro,Chittagong H. T.,25670,21865,,1974-75,,,,,
Boro,Noakhali,169555,143895,,1974-75,,,,,
Boro,Comilla,248565,220010,,1974-75,,,,,
Boro,Sylhet,650845,406080,,1974-75,,,,,
Boro,Rajshahi,126005,104125,,1974-75,,,,,
Boro,Dinajpur,21965,20535,,1974-75,,,,,
Boro,Rangpur,58800,49675,,1974-75,,,,,
Boro,Bogra,59695,38920,,1974-75,,,,,
Boro,Pabna,71160,57720,,1974-75,,,,,
Boro,Khulna,53970,35120,,1974-75,,,,,
Boro,Bakergonj,112060,107680,,1974-75,,,,,
Boro,Patuakhali,29540,31085,,1974-75,,,,,
Boro,Jessore,34160,35800,,1974-75,,,,,
Boro,Kushtia,7800,5815,,1974-75,,,,,
Boro,Dhaka,231935,216165,,1975-76,,,,,
Boro,Kishoregonj,450000,344440,,1975-76,,,,,
Boro,Mymensingh,177240,113680,,1975-76,,,,,
Boro,Tangail,79565,78830,,1975-76,,,,,
Boro,Faridpur,66545,60715,,1975-76,,,,,
Boro,Chittagong,195320,187955,,1975-76,,,,,
Boro,Chittagong H. T.,20650,14995,,1975-76,,,,,
Boro,Noakhali,175475,170065,,1975-76,,,,,
Boro,Comilla,239990,218920,,1975-76,,,,,
Boro,Sylhet,650250,417850,,1975-76,,,,,
Boro,Rajshahi,129060,101630,,1975-76,,,,,
Boro,Dinajpur,11870,10235,,1975-76,,,,,
Boro,Rangpur,55660,40970,,1975-76,,,,,
Boro,Bogra,54035,38750,,1975-76,,,,,
Boro,Pabna,65410,57260,,1975-76,,,,,
Boro,Khulna,44700,28660,,1975-76,,,,,
Boro,Bakergonj,119600,115210,,1975-76,,,,,
Boro,Patuakhali,42320,43365,,1975-76,,,,,
Boro,Jessore,22170,21155,,1975-76,,,,,
Boro,Kushtia,5520,3930,,1975-76,,,,,
Boro,Dhaka,233740,203730,,1976-77,,,,,
Boro,Kishoregonj,357910,289270,,1976-77,,,,,
Boro,Mymensingh,154410,86165,,1976-77,,,,,
Boro,Jamalpur,0,0,,1976-77,,,,,
Boro,Tangail,76810,82930,,1976-77,,,,,
Boro,Faridpur,42625,38730,,1976-77,,,,,
Boro,Chittagong,220335,185430,,1976-77,,,,,
Boro,Chittagong H. T.,28050,24145,,1976-77,,,,,
Boro,Noakhali,153390,132915,,1976-77,,,,,
Boro,Comilla,208290,177030,,1976-77,,,,,
Boro,Sylhet,300000,149875,,1976-77,,,,,
Boro,Rajshahi,105800,94660,,1976-77,,,,,
Boro,Dinajpur,12485,11215,,1976-77,,,,,
Boro,Rangpur,31040,19220,,1976-77,,,,,
Boro,Bogra,24065,19685,,1976-77,,,,,
Boro,Pabna,30135,26315,,1976-77,,,,,
Boro,Khulna,31175,18595,,1976-77,,,,,
Boro,Bakergonj,66255,57985,,1976-77,,,,,
Boro,Patuakhali,11460,8920,,1976-77,,,,,
Boro,Jessore,18640,18955,,1976-77,,,,,
Boro,Kushtia,5265,4355,,1976-77,,,,,
Boro,Dhaka,238700,214495,,1977-78,,,,,
Boro,Kishoregonj,408140,311245,,1977-78,,,,,
Boro,Mymensingh,174235,126445,,1977-78,,,,,
Boro,Jamalpur ,0,0,,1977-78,,,,,
Boro,Tangail,97235,106383,,1977-78,,,,,
Boro,Faridpur,51345,51135,,1977-78,,,,,
Boro,Chittagong,219450,208665,,1977-78,,,,,
Boro,Chittagong H. T.,25220,20100,,1977-78,,,,,
Boro,Noakhali,157430,138630,,1977-78,,,,,
Boro,Comilla,208600,187195,,1977-78,,,,,
Boro,Sylhet,634000,430125,,1977-78,,,,,
Boro,Rajshahi,104650,95995,,1977-78,,,,,
Boro,Dinajpur,14680,13960,,1977-78,,,,,
Boro,Rangpur,58760,46265,,1977-78,,,,,
Boro,Bogra,54570,55210,,1977-78,,,,,
Boro,Pabna,38580,36735,,1977-78,,,,,
Boro,Khulna,44885,32285,,1977-78,,,,,
Boro,Bakergonj,118075,109495,,1977-78,,,,,
Boro,Patuakhali,27450,24895,,1977-78,,,,,
Boro,Jessore,23550,26600,,1977-78,,,,,
Boro,Kushtia,3565,2755,,1977-78,,,,,
Boro,Dhaka,254850,226625,,1978-79,,,,,
Boro,Kishoregonj,413000,252095,,1978-79,,,,,
Boro,Mymensingh,106840,70165,,1978-79,,,,,
Boro,Jamalpur,67695,44890,,1978-79,,,,,
Boro,Tangail,102000,80585,,1978-79,,,,,
Boro,Faridpur,55530,56875,,1978-79,,,,,
Boro,Chittagong,223760,216485,,1978-79,,,,,
Boro,Chittagong H. T.,20745,15845,,1978-79,,,,,
Boro,Noakhali,141545,119675,,1978-79,,,,,
Boro,Comilla,241330,198465,,1978-79,,,,,
Boro,Sylhet,558550,273905,,1978-79,,,,,
Boro,Rajshahi,92665,70305,,1978-79,,,,,
Boro,Dinajpur,12845,10820,,1978-79,,,,,
Boro,Rangpur,80085,52765,,1978-79,,,,,
Boro,Bogra,55670,61360,,1978-79,,,,,
Boro,Pabna,37400,24760,,1978-79,,,,,
Boro,Khulna,44510,30720,,1978-79,,,,,
Boro,Bakergonj,88000,77995,,1978-79,,,,,
Boro,Patuakhali,31770,24470,,1978-79,,,,,
Boro,Jessore,17190,18060,,1978-79,,,,,
Boro,Kushtia,3405,2480,,1978-79,,,,,
Boro,Chittagong,240500,268215,,1979-80,,,,,
Boro,Chittagong H. T,21080,22730,,1979-80,,,,,
Boro,Comilla,240530,244525,,1979-80,,,,,
Boro,Noakhali,144480,207375,,1979-80,,,,,
Boro,Sylhet,645000,460655,,1979-80,,,,,
Boro,Dhaka,255180,259455,,1979-80,,,,,
Boro,Faridpur,58250,60820,,1979-80,,,,,
Boro,Jamalpur,75665,50020,,1979-80,,,,,
Boro,Kishoregonj,444100,330900,,1979-80,,,,,
Boro,Mymensingh,89055,70050,,1979-80,,,,,
Boro,Tangail,100555,98850,,1979-80,,,,,
Boro,Barisal,107090,99125,,1979-80,,,,,
Boro,Jessore,20815,17465,,1979-80,,,,,
Boro,Khulna,53360,38685,,1979-80,,,,,
Boro,Kushtia,9180,4965,,1979-80,,,,,
Boro,Patuakhali,27290,28615,,1979-80,,,,,
Boro,Bogra,57445,64020,,1979-80,,,,,
Boro,Dinajpur,17420,18455,,1979-80,,,,,
Boro,Pabna,36880,28570,,1979-80,,,,,
Boro,Rajshahi,95605,84205,,1979-80,,,,,
Boro,Rangpur,79310,79010,,1979-80,,,,,
Boro,Bandarban,0,0,,1980-81,,,,,
Boro,Chittagong,244555,266795,,1980-81,,,,,
Boro,Comilla,250375,241460,,1980-81,,,,,
Boro,Khagrachari,0,0,,1980-81,,,,,
Boro,Noakhali,121820,113400,,1980-81,,,,,
Boro,Rangamati,19305,20260,,1980-81,,,,,
Boro,Sylhet,655130,492330,,1980-81,,,,,
Boro,Dhaka,260075,293350,,1980-81,,,,,
Boro,Faridpur,68540,55525,,1980-81,,,,,
Boro,Jamalpur,77665,61785,,1980-81,,,,,
Boro,Kishoregonj,451445,373095,,1980-81,,,,,
Boro,Mymensingh,113070,70725,,1980-81,,,,,
Boro,Tangail,121315,130685,,1980-81,,,,,
Boro,Barisal,104110,86730,,1980-81,,,,,
Boro,Jessore,31005,25955,,1980-81,,,,,
Boro,Khulna,53885,39145,,1980-81,,,,,
Boro,Kushtia,5200,4020,,1980-81,,,,,
Boro,Patuakhali,14185,10460,,1980-81,,,,,
Boro,Bogra,58995,69935,,1980-81,,,,,
Boro,Dinajpur,18155,20675,,1980-81,,,,,
Boro,Pabna,41655,40840,,1980-81,,,,,
Boro,Rajshahi,85165,96040,,1980-81,,,,,
Boro,Rangpur,71735,75435,,1980-81,,,,,
Boro,Bandarban,0,0,,1981-82,,,,,
Boro,Chittagong,232815,278965,,1981-82,,,,,
Boro,Comilla,265520,303775,,1981-82,,,,,
Boro,Khagrachari,0,0,,1981-82,,,,,
Boro,Noakhali,147160,130315,,1981-82,,,,,
Boro,Rangamati,22265,23035,,1981-82,,,,,
Boro,Sylhet,628755,389705,,1981-82,,,,,
Boro,Dhaka,283635,315785,,1981-82,,,,,
Boro,Faridpur,94310,104420,,1981-82,,,,,
Boro,Jamalpur,109275,113315,,1981-82,,,,,
Boro,Kishoregonj,454155,447775,,1981-82,,,,,
Boro,Mymensingh,140590,112645,,1981-82,,,,,
Boro,Tangail,179350,206430,,1981-82,,,,,
Boro,Barisal,99075,96340,,1981-82,,,,,
Boro,Jessore,59510,62275,,1981-82,,,,,
Boro,Khulna,53545,40500,,1981-82,,,,,
Boro,Kushtia,8840,7205,,1981-82,,,,,
Boro,Patuakhali,19440,15770,,1981-82,,,,,
Boro,Bogra,91830,108390,,1981-82,,,,,
Boro,Dinajpur,23405,25545,,1981-82,,,,,
Boro,Pabna,90595,100825,,1981-82,,,,,
Boro,Rajshahi,112885,113360,,1981-82,,,,,
Boro,Rangpur,101490,105770,,1981-82,,,,,
Boro,Bandarban,0,0,,1982-83,,,,,
Boro,Chittagong,280130,294330,,1982-83,,,,,
Boro,Comilla,298795,330880,,1982-83,,,,,
Boro,Khagrachari,0,0,,1982-83,,,,,
Boro,Noakhali,171555,190305,,1982-83,,,,,
Boro,Rangamati,26745,27885,,1982-83,,,,,
Boro,Sylhet,626800,411585,,1982-83,,,,,
Boro,Dhaka,319215,354745,,1982-83,,,,,
Boro,Faridpur,107115,130740,,1982-83,,,,,
Boro,Jamalpur,119425,129410,,1982-83,,,,,
Boro,Kishoregonj,460990,424780,,1982-83,,,,,
Boro,Mymensingh,156405,130440,,1982-83,,,,,
Boro,Tangail,212735,262145,,1982-83,,,,,
Boro,Barisal,114930,110720,,1982-83,,,,,
Boro,Jessore,70235,78195,,1982-83,,,,,
Boro,Khulna,54925,44175,,1982-83,,,,,
Boro,Kushtia,10060,8885,,1982-83,,,,,
Boro,Patuakhali,21385,17900,,1982-83,,,,,
Boro,Bogra,110890,127590,,1982-83,,,,,
Boro,Dinajpur,28185,31225,,1982-83,,,,,
Boro,Pabna,103765,128215,,1982-83,,,,,
Boro,Rajshahi,128290,130080,,1982-83,,,,,
Boro,Rangpur,119240,124920,,1982-83,,,,,
Boro,Bandarban,3100,2795,,1983-84,,,,,
Boro,Chittagong,275430,303560,,1983-84,,,,,
Boro,Comilla,280435,283000,,1983-84,,,,,
Boro,Khagrachari,9540,7695,,1983-84,,,,,
Boro,Noakhali,153570,149050,,1983-84,,,,,
Boro,Rangamati,14655,16260,,1983-84,,,,,
Boro,Sylhet,601690,423215,,1983-84,,,,,
Boro,Dhaka,269945,296485,,1983-84,,,,,
